P&ID_number,Type,Symbol_XX,Symbol_YY,Q_id,Question,GT,Cypher
258,Spatial-Count,4,2,10,What is the total count of symbols classified as 4 are directly connected to symbols of 2?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 4 
RETURN COUNT(s1)"
258,Spatial-Count,8,28,15,Count the symbols categorized as class 8 that have direct connections to symbols categorized as class 28,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 8 
RETURN COUNT(s1)"
258,Spatial-Count,8,11,6,What is the number of symbols with class 8 that have direct connections to symbols with class 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 8 
RETURN COUNT(s1)"
258,Spatial-Count,3,21,5,Count the symbols of class 3 that are directly connected to symbols of class 21,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 3 
RETURN COUNT(s1)"
258,Spatial-Count,26,17,4,How many symbols categorized as class 26 are directly linked to symbols categorized as class 17?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 26 
RETURN COUNT(s1)"
258,Spatial-Count,17,18,3,What is the count of symbols with class 17 that have direct connections to symbols with class 18?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 17 
RETURN COUNT(s1)"
258,Spatial-Count,11,24,8,Count the symbols with class 11 that are directly linked to symbols with class 24,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 11 
RETURN COUNT(s1)"
258,Spatial-Count,26,5,2,Can you count the symbols belonging to class 26 that are directly connected to symbols of class 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 26 
RETURN COUNT(s1)"
258,Spatial-Count,12,7,18,"Count the symbols that are directly linked to symbols of class 7, with 12",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 12 
RETURN COUNT(s1)"
258,Spatial-Count,26,5,5,Count the symbols of class 26 that are directly connected to symbols of class 5,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 26 
RETURN COUNT(s1)"
258,Spatial-Count,13,18,4,How many symbols categorized as class 13 are directly linked to symbols categorized as class 18?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 13 
RETURN COUNT(s1)"
258,Spatial-Count,22,4,3,What is the count of symbols with class 22 that have direct connections to symbols with class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 22 
RETURN COUNT(s1)"
258,Spatial-Count,17,16,13,What is the number of  17 and 16 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 17 
RETURN COUNT(s1)"
258,Spatial-Count,29,8,8,Count the symbols with class 29 that are directly linked to symbols with class 8,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 29 
RETURN COUNT(s1)"
258,Spatial-Count,3,12,13,What is the number of  3 and 12 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 3 
RETURN COUNT(s1)"
258,Spatial-Count,2,6,12,Count the number of 2 symbols that are directly connected to 6 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 2 
RETURN COUNT(s1)"
258,Spatial-Count,3,28,7,How many symbols from class 3 are directly connected to symbols from class 28?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 3 
RETURN COUNT(s1)"
258,Spatial-Count,26,22,20,What is the total count of symbols with class 26 that are directly connected to symbols with class 22?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 26 
RETURN COUNT(s1)"
258,Spatial-Count,21,11,14,How many symbols fall under class 21 and are directly connected to symbols under class 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 21 
RETURN COUNT(s1)"
258,Spatial-Count,26,28,3,What is the count of symbols with class 26 that have direct connections to symbols with class 28?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 26 
RETURN COUNT(s1)"
258,Spatial-Count,26,9,16,What is the count of 26 symbols directly linked to 9?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 26 
RETURN COUNT(s1)"
258,Spatial-Count,28,32,9,Can you tell me how many symbols of class 28 are directly connected to symbols of class 32?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 28 
RETURN COUNT(s1)"
258,Spatial-Count,12,9,17,"How many symbols are directly connected to symbols of class 9, given that they belong to class 12?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 12 
RETURN COUNT(s1)"
258,Spatial-Count,3,15,3,What is the count of symbols with class 3 that have direct connections to symbols with class 15?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 3 
RETURN COUNT(s1)"
258,Spatial-Count,1,8,15,Count the symbols categorized as class 1 that have direct connections to symbols categorized as class 8,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 1 
RETURN COUNT(s1)"
258,Spatial-Count,32,25,5,Count the symbols of class 32 that are directly connected to symbols of class 25,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 32 
RETURN COUNT(s1)"
259,Spatial-Count,21,3,6,What is the number of symbols with class 21 that have direct connections to symbols with class 3?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 21 
RETURN COUNT(s1)"
259,Spatial-Count,26,23,6,What is the number of symbols with class 26 that have direct connections to symbols with class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 26 
RETURN COUNT(s1)"
259,Spatial-Count,25,15,18,"Count the symbols that are directly linked to symbols of class 15, with 25",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 25 
RETURN COUNT(s1)"
259,Spatial-Count,25,10,17,"How many symbols are directly connected to symbols of class 10, given that they belong to class 25?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 25 
RETURN COUNT(s1)"
259,Spatial-Count,30,2,13,What is the number of  30 and 2 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 30 
RETURN COUNT(s1)"
259,Spatial-Count,10,25,13,What is the number of  10 and 25 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 10 
RETURN COUNT(s1)"
259,Spatial-Count,5,31,4,How many symbols categorized as class 5 are directly linked to symbols categorized as class 31?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 5 
RETURN COUNT(s1)"
259,Spatial-Count,26,23,9,Can you tell me how many symbols of class 26 are directly connected to symbols of class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 26 
RETURN COUNT(s1)"
259,Spatial-Count,29,13,1,How many symbols with class 29 are linked directly to symbols with class 13?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 29 
RETURN COUNT(s1)"
259,Spatial-Count,2,30,14,How many symbols fall under class 2 and are directly connected to symbols under class 30?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 2 
RETURN COUNT(s1)"
259,Spatial-Count,9,25,6,What is the number of symbols with class 9 that have direct connections to symbols with class 25?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 9 
RETURN COUNT(s1)"
259,Spatial-Count,26,30,16,What is the count of 26 symbols directly linked to 30?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 26 
RETURN COUNT(s1)"
259,Spatial-Count,21,9,1,How many symbols with class 21 are linked directly to symbols with class 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 21 
RETURN COUNT(s1)"
259,Spatial-Count,20,29,19,Can you tell me how many symbols of class 20 have direct connections to symbols of class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 20 
RETURN COUNT(s1)"
259,Spatial-Count,20,29,1,How many symbols with class 20 are linked directly to symbols with class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 20 
RETURN COUNT(s1)"
259,Spatial-Count,3,9,10,What is the total count of symbols classified as 3 are directly connected to symbols of 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 3 
RETURN COUNT(s1)"
259,Spatial-Count,20,12,15,Count the symbols categorized as class 20 that have direct connections to symbols categorized as class 12,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 20 
RETURN COUNT(s1)"
259,Spatial-Count,6,29,7,How many symbols from class 6 are directly connected to symbols from class 29?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 6 
RETURN COUNT(s1)"
259,Spatial-Count,17,5,9,Can you tell me how many symbols of class 17 are directly connected to symbols of class 5?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 17 
RETURN COUNT(s1)"
259,Spatial-Count,13,10,14,How many symbols fall under class 13 and are directly connected to symbols under class 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 13 
RETURN COUNT(s1)"
259,Spatial-Count,23,25,5,Count the symbols of class 23 that are directly connected to symbols of class 25,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 23 
RETURN COUNT(s1)"
259,Spatial-Count,23,21,19,Can you tell me how many symbols of class 23 have direct connections to symbols of class 21?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 23 
RETURN COUNT(s1)"
259,Spatial-Count,13,7,14,How many symbols fall under class 13 and are directly connected to symbols under class 7?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 13 
RETURN COUNT(s1)"
259,Spatial-Count,10,9,15,Count the symbols categorized as class 10 that have direct connections to symbols categorized as class 9,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 10 
RETURN COUNT(s1)"
259,Spatial-Count,4,16,14,How many symbols fall under class 4 and are directly connected to symbols under class 16?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 4 
RETURN COUNT(s1)"
259,Spatial-Count,10,7,9,Can you tell me how many symbols of class 10 are directly connected to symbols of class 7?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 10 
RETURN COUNT(s1)"
259,Spatial-Count,3,18,12,Count the number of 3 symbols that are directly connected to 18 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 3 
RETURN COUNT(s1)"
259,Spatial-Count,32,13,1,How many symbols with class 32 are linked directly to symbols with class 13?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 32 
RETURN COUNT(s1)"
259,Spatial-Count,18,2,8,Count the symbols with class 18 that are directly linked to symbols with class 2,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 18 
RETURN COUNT(s1)"
259,Spatial-Count,12,17,1,How many symbols with class 12 are linked directly to symbols with class 17?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 12 
RETURN COUNT(s1)"
259,Spatial-Count,14,23,4,How many symbols categorized as class 14 are directly linked to symbols categorized as class 23?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 14 
RETURN COUNT(s1)"
259,Spatial-Count,15,3,8,Count the symbols with class 15 that are directly linked to symbols with class 3,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 15 
RETURN COUNT(s1)"
260,Spatial-Count,24,23,6,What is the number of symbols with class 24 that have direct connections to symbols with class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 24 
RETURN COUNT(s1)"
260,Spatial-Count,12,15,17,"How many symbols are directly connected to symbols of class 15, given that they belong to class 12?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 12 
RETURN COUNT(s1)"
260,Spatial-Count,8,10,13,What is the number of  8 and 10 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 8 
RETURN COUNT(s1)"
260,Spatial-Count,27,17,10,What is the total count of symbols classified as 27 are directly connected to symbols of 17?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 27 
RETURN COUNT(s1)"
260,Spatial-Count,8,21,20,What is the total count of symbols with class 8 that are directly connected to symbols with class 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 8 
RETURN COUNT(s1)"
260,Spatial-Count,17,13,10,What is the total count of symbols classified as 17 are directly connected to symbols of 13?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 17 
RETURN COUNT(s1)"
260,Spatial-Count,21,8,9,Can you tell me how many symbols of class 21 are directly connected to symbols of class 8?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 21 
RETURN COUNT(s1)"
260,Spatial-Count,29,9,8,Count the symbols with class 29 that are directly linked to symbols with class 9,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 29 
RETURN COUNT(s1)"
260,Spatial-Count,8,21,19,Can you tell me how many symbols of class 8 have direct connections to symbols of class 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 8 
RETURN COUNT(s1)"
260,Spatial-Count,8,10,8,Count the symbols with class 8 that are directly linked to symbols with class 10,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 8 
RETURN COUNT(s1)"
260,Spatial-Count,17,3,17,"How many symbols are directly connected to symbols of class 3, given that they belong to class 17?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 17 
RETURN COUNT(s1)"
260,Spatial-Count,27,26,11,How many symbols of 27 have direct connections to symbols of 26?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 27 
RETURN COUNT(s1)"
260,Spatial-Count,24,23,20,What is the total count of symbols with class 24 that are directly connected to symbols with class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 24 
RETURN COUNT(s1)"
260,Spatial-Count,3,8,19,Can you tell me how many symbols of class 3 have direct connections to symbols of class 8?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 3 
RETURN COUNT(s1)"
260,Spatial-Count,10,32,9,Can you tell me how many symbols of class 10 are directly connected to symbols of class 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 10 
RETURN COUNT(s1)"
260,Spatial-Count,23,24,8,Count the symbols with class 23 that are directly linked to symbols with class 24,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 23 
RETURN COUNT(s1)"
260,Spatial-Count,29,10,18,"Count the symbols that are directly linked to symbols of class 10, with 29",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 29 
RETURN COUNT(s1)"
260,Spatial-Count,28,25,11,How many symbols of 28 have direct connections to symbols of 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 28 
RETURN COUNT(s1)"
260,Spatial-Count,20,17,12,Count the number of 20 symbols that are directly connected to 17 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 20 
RETURN COUNT(s1)"
260,Spatial-Count,6,11,18,"Count the symbols that are directly linked to symbols of class 11, with 6",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 6 
RETURN COUNT(s1)"
260,Spatial-Count,32,32,8,Count the symbols with class 32 that are directly linked to symbols with class 32,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 32 
RETURN COUNT(s1)"
260,Spatial-Count,3,29,2,Can you count the symbols belonging to class 3 that are directly connected to symbols of class 29?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 3 
RETURN COUNT(s1)"
260,Spatial-Count,29,29,8,Count the symbols with class 29 that are directly linked to symbols with class 29,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 29 
RETURN COUNT(s1)"
260,Spatial-Count,11,21,5,Count the symbols of class 11 that are directly connected to symbols of class 21,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 11 
RETURN COUNT(s1)"
260,Spatial-Count,15,20,20,What is the total count of symbols with class 15 that are directly connected to symbols with class 20?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 15 
RETURN COUNT(s1)"
260,Spatial-Count,5,19,5,Count the symbols of class 5 that are directly connected to symbols of class 19,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 5 
RETURN COUNT(s1)"
260,Spatial-Count,21,24,5,Count the symbols of class 21 that are directly connected to symbols of class 24,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 21 
RETURN COUNT(s1)"
260,Spatial-Count,13,19,17,"How many symbols are directly connected to symbols of class 19, given that they belong to class 13?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 13 
RETURN COUNT(s1)"
260,Spatial-Count,26,32,5,Count the symbols of class 26 that are directly connected to symbols of class 32,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 26 
RETURN COUNT(s1)"
260,Spatial-Count,8,8,4,How many symbols categorized as class 8 are directly linked to symbols categorized as class 8?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 8 
RETURN COUNT(s1)"
260,Spatial-Count,8,9,11,How many symbols of 8 have direct connections to symbols of 9?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 8 
RETURN COUNT(s1)"
260,Spatial-Count,22,7,4,How many symbols categorized as class 22 are directly linked to symbols categorized as class 7?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 22 
RETURN COUNT(s1)"
261,Spatial-Count,24,5,17,"How many symbols are directly connected to symbols of class 5, given that they belong to class 24?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 24 
RETURN COUNT(s1)"
261,Spatial-Count,8,1,10,What is the total count of symbols classified as 8 are directly connected to symbols of 1?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 8 
RETURN COUNT(s1)"
261,Spatial-Count,16,14,5,Count the symbols of class 16 that are directly connected to symbols of class 14,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 16 
RETURN COUNT(s1)"
261,Spatial-Count,1,13,10,What is the total count of symbols classified as 1 are directly connected to symbols of 13?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 1 
RETURN COUNT(s1)"
261,Spatial-Count,28,27,18,"Count the symbols that are directly linked to symbols of class 27, with 28",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 28 
RETURN COUNT(s1)"
261,Spatial-Count,27,28,2,Can you count the symbols belonging to class 27 that are directly connected to symbols of class 28?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 27 
RETURN COUNT(s1)"
261,Spatial-Count,1,13,5,Count the symbols of class 1 that are directly connected to symbols of class 13,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 1 
RETURN COUNT(s1)"
261,Spatial-Count,8,16,16,What is the count of 8 symbols directly linked to 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 8 
RETURN COUNT(s1)"
261,Spatial-Count,22,18,12,Count the number of 22 symbols that are directly connected to 18 symbols,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 22 
RETURN COUNT(s1)"
261,Spatial-Count,16,8,4,How many symbols categorized as class 16 are directly linked to symbols categorized as class 8?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 16 
RETURN COUNT(s1)"
261,Spatial-Count,18,22,10,What is the total count of symbols classified as 18 are directly connected to symbols of 22?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 18 
RETURN COUNT(s1)"
261,Spatial-Count,3,14,13,What is the number of  3 and 14 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 3 
RETURN COUNT(s1)"
261,Spatial-Count,18,22,11,How many symbols of 18 have direct connections to symbols of 22?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 18 
RETURN COUNT(s1)"
261,Spatial-Count,10,16,13,What is the number of  10 and 16 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 10 
RETURN COUNT(s1)"
261,Spatial-Count,10,16,8,Count the symbols with class 10 that are directly linked to symbols with class 16,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 10 
RETURN COUNT(s1)"
261,Spatial-Count,24,5,6,What is the number of symbols with class 24 that have direct connections to symbols with class 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 24 
RETURN COUNT(s1)"
261,Spatial-Count,8,10,11,How many symbols of 8 have direct connections to symbols of 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 8 
RETURN COUNT(s1)"
261,Spatial-Count,18,17,20,What is the total count of symbols with class 18 that are directly connected to symbols with class 17?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 18 
RETURN COUNT(s1)"
261,Spatial-Count,27,15,18,"Count the symbols that are directly linked to symbols of class 15, with 27",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 27 
RETURN COUNT(s1)"
261,Spatial-Count,20,3,10,What is the total count of symbols classified as 20 are directly connected to symbols of 3?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 20 
RETURN COUNT(s1)"
261,Spatial-Count,11,2,18,"Count the symbols that are directly linked to symbols of class 2, with 11",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 11 
RETURN COUNT(s1)"
261,Spatial-Count,24,24,11,How many symbols of 24 have direct connections to symbols of 24?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 24 
RETURN COUNT(s1)"
261,Spatial-Count,19,2,11,How many symbols of 19 have direct connections to symbols of 2?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 19 
RETURN COUNT(s1)"
261,Spatial-Count,30,25,1,How many symbols with class 30 are linked directly to symbols with class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 30 
RETURN COUNT(s1)"
