P&ID_number,Type,Symbol_Class,Prefix,Q_id,Question,GT,Cypher
224,Value-Based,11,UV,12,Which tags of class 11 starts with UV?,"['UV-06558', 'UV-11782', 'UV-01883']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
224,Value-Based,15,DV,10,Can you return a list of class 15 symbols tags beginning with DV?,"['DV-93725', 'DV-19331', 'DV-60822', 'DV-36186', 'DV-51200', 'DV-40537']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
224,Value-Based,3,EF,5,Enumerate tags for 3 symbols that starts with EF as prefix?,"['EF-47293', 'EF-23721', 'EF-80921', 'EF-60484', 'EF-94899', 'EF-51978']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
224,Value-Based,25,ERV,14,Can you extract all tags from class 25 symbols having ERV in the start?,"['ERV-0-10', 'ERV-6-93', 'ERV-2-50', 'ERV-7-66']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
224,Value-Based,10,ST,13,Find all tags of 10 symbols that begin with ST,"['ST-14878', 'ST-16926', 'ST-47625']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
224,Value-Based,5,IJ,3,Enlist all class 5 symbols tags that start with IJ?,['IJ-93415'],"MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
224,Value-Based,15,DV,2,Provide list of all class 15 symbols tags which begins with DV,"['DV-93725', 'DV-19331', 'DV-60822', 'DV-36186', 'DV-51200', 'DV-40537']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
224,Value-Based,28,SDL,5,Enumerate tags for 28 symbols that starts with SDL as prefix?,"['SDL 493', 'SDL 918']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
224,Value-Based,16,RV,18,Can you list all the tags of class 16 symbols where tags start with RV?,"['RV-67763', 'RV-44979', 'RV-58718', 'RV-55438', 'RV-36735', 'RV-00269', 'RV-42734']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
224,Value-Based,3,EF,4,List all tag for symbols classified as 3 that have EF in the start,"['EF-47293', 'EF-23721', 'EF-80921', 'EF-60484', 'EF-94899', 'EF-51978']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
224,Value-Based,13,AV,13,Find all tags of 13 symbols that begin with AV,"['AV-73488', 'AV-19789', 'AV-47421', 'AV-23436']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
224,Value-Based,23,INS,6,Give me the class 23 symbols' tags that begin with INS,"['INS ( -46°C )', 'INS ( 17°C )', 'INS ( -29°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
224,Value-Based,6,KL,2,Provide list of all class 6 symbols tags which begins with KL,"['KL-87160', 'KL-71766', 'KL-86701']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
224,Value-Based,1,AB,5,Enumerate tags for 1 symbols that starts with AB as prefix?,"['AB-04603', 'AB-80588']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
224,Value-Based,16,RV,12,Which tags of class 16 starts with RV?,"['RV-67763', 'RV-44979', 'RV-58718', 'RV-55438', 'RV-36735', 'RV-00269', 'RV-42734']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
224,Value-Based,10,ST,15,List the tags for 10 symbols whose tags start from ST,"['ST-14878', 'ST-16926', 'ST-47625']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
224,Value-Based,3,EF,9,"Given the start of tag EF, find all the tags of class 3  that satisifies the condition","['EF-47293', 'EF-23721', 'EF-80921', 'EF-60484', 'EF-94899', 'EF-51978']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
224,Value-Based,1,AB,19,Give me a list of tags belonging to class 1 symbols that start with AB,"['AB-04603', 'AB-80588']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
224,Value-Based,1,AB,7,Fetch all class 1 symbols tags that is prefix with AB,"['AB-04603', 'AB-80588']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
224,Value-Based,13,AV,6,Give me the class 13 symbols' tags that begin with AV,"['AV-73488', 'AV-19789', 'AV-47421', 'AV-23436']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
224,Value-Based,22,CS,2,Provide list of all class 22 symbols tags which begins with CS,"['CS-93', 'CS-24']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
225,Value-Based,3,EF,17,Return all tags for symbols of class 3 with tags beginning with EF,"['EF-97751', 'EF-01327', 'EF-44773', 'EF-55023', 'EF-28578', 'EF-78300']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
225,Value-Based,30,STA,5,Enumerate tags for 30 symbols that starts with STA as prefix?,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
225,Value-Based,10,ST,4,List all tag for symbols classified as 10 that have ST in the start,"['ST-36981', 'ST-94459', 'ST-42297']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
225,Value-Based,22,CS,20,Enlist all class 22 symbols where the tag prefix matches CS,"['CS-25', 'CS-51', 'CS-97', 'CS-26', 'CS-22']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
225,Value-Based,8,OP,10,Can you return a list of class 8 symbols tags beginning with OP?,"['OP-99746', 'OP-00893', 'OP-10065']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
225,Value-Based,10,ST,7,Fetch all class 10 symbols tags that is prefix with ST,"['ST-36981', 'ST-94459', 'ST-42297']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
225,Value-Based,11,UV,5,Enumerate tags for 11 symbols that starts with UV as prefix?,"['UV-10835', 'UV-78978', 'UV-06887']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
225,Value-Based,8,OP,1,Can you give me a list of class 8 symbols' tags that starts with OP?,"['OP-99746', 'OP-00893', 'OP-10065']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
225,Value-Based,4,GH,12,Which tags of class 4 starts with GH?,"['GH-35068', 'GH-17521', 'GH-14430', 'GH-36472']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
225,Value-Based,27,RO,17,Return all tags for symbols of class 27 with tags beginning with RO,['RO-10 456'],"MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
225,Value-Based,25,ERV,1,Can you give me a list of class 25 symbols' tags that starts with ERV?,"['ERV-8-15', 'ERV-8-60', 'ERV-3-19', 'ERV-4-96', 'ERV-8-41', 'ERV-3-42']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
225,Value-Based,3,EF,19,Give me a list of tags belonging to class 3 symbols that start with EF,"['EF-97751', 'EF-01327', 'EF-44773', 'EF-55023', 'EF-28578', 'EF-78300']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
225,Value-Based,15,DV,11,Provide the list of 15 symbols' tags having DV in the beginning,"['DV-71813', 'DV-28504', 'DV-56971']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
225,Value-Based,30,STA,6,Give me the class 30 symbols' tags that begin with STA,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
225,Value-Based,23,INS,5,Enumerate tags for 23 symbols that starts with INS as prefix?,"['INS ( -39°C )', 'INS ( -29°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
225,Value-Based,16,RV,16,Enlist all the tags of class 16 symbols with RV as starting in their tags?,"['RV-92321', 'RV-41476', 'RV-19585', 'RV-34563', 'RV-92050']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
225,Value-Based,4,GH,15,List the tags for 4 symbols whose tags start from GH,"['GH-35068', 'GH-17521', 'GH-14430', 'GH-36472']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
225,Value-Based,14,CV,11,Provide the list of 14 symbols' tags having CV in the beginning,"['CV-57604', 'CV-60195', 'CV-11014']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
225,Value-Based,1,AB,13,Find all tags of 1 symbols that begin with AB,,"MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
225,Value-Based,29,DDL,3,Enlist all class 29 symbols tags that start with DDL?,"['DDL 131', 'DDL 529', 'DDL 496', 'DDL 448', 'DDL 412', 'DDL 857']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
225,Value-Based,10,ST,20,Enlist all class 10 symbols where the tag prefix matches ST,"['ST-36981', 'ST-94459', 'ST-42297']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
225,Value-Based,29,DDL,9,"Given the start of tag DDL, find all the tags of class 29  that satisifies the condition","['DDL 131', 'DDL 529', 'DDL 496', 'DDL 448', 'DDL 412', 'DDL 857']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
225,Value-Based,1,AB,12,Which tags of class 1 starts with AB?,,"MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
225,Value-Based,25,ERV,13,Find all tags of 25 symbols that begin with ERV,"['ERV-8-15', 'ERV-8-60', 'ERV-3-19', 'ERV-4-96', 'ERV-8-41', 'ERV-3-42']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
225,Value-Based,4,GH,2,Provide list of all class 4 symbols tags which begins with GH,"['GH-35068', 'GH-17521', 'GH-14430', 'GH-36472']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
225,Value-Based,3,EF,14,Can you extract all tags from class 3 symbols having EF in the start?,"['EF-97751', 'EF-01327', 'EF-44773', 'EF-55023', 'EF-28578', 'EF-78300']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
225,Value-Based,4,GH,10,Can you return a list of class 4 symbols tags beginning with GH?,"['GH-35068', 'GH-17521', 'GH-14430', 'GH-36472']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
225,Value-Based,22,CS,8,What are the class 22 symbols with tags starting from CS?,"['CS-25', 'CS-51', 'CS-97', 'CS-26', 'CS-22']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
225,Value-Based,29,DDL,17,Return all tags for symbols of class 29 with tags beginning with DDL,"['DDL 131', 'DDL 529', 'DDL 496', 'DDL 448', 'DDL 412', 'DDL 857']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
225,Value-Based,12,WX,13,Find all tags of 12 symbols that begin with WX,"['WX-63106', 'WX-89086', 'WX-31998']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
225,Value-Based,2,CD,7,Fetch all class 2 symbols tags that is prefix with CD,"['CD-93090', 'CD-88747', 'CD-54984', 'CD-87276']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
225,Value-Based,31,ZLO,18,Can you list all the tags of class 31 symbols where tags start with ZLO?,"['ZLO 719', 'ZLO 905', 'ZLO 839', 'ZLO 162', 'ZLO 671']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
226,Value-Based,15,DV,6,Give me the class 15 symbols' tags that begin with DV,"['DV-48447', 'DV-96917', 'DV-25082', 'DV-17893']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
226,Value-Based,9,QR,5,Enumerate tags for 9 symbols that starts with QR as prefix?,"['QR-18670', 'QR-79655', 'QR-92403', 'QR-34205']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
226,Value-Based,30,STA,2,Provide list of all class 30 symbols tags which begins with STA,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
226,Value-Based,31,ZLC,2,Provide list of all class 31 symbols tags which begins with ZLC,['ZLC 408'],"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
226,Value-Based,8,OP,1,Can you give me a list of class 8 symbols' tags that starts with OP?,"['OP-98294', 'OP-18100', 'OP-75238', 'OP-21691', 'OP-45047', 'OP-39520']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
226,Value-Based,4,GH,13,Find all tags of 4 symbols that begin with GH,"['GH-10380', 'GH-03842']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
226,Value-Based,11,UV,3,Enlist all class 11 symbols tags that start with UV?,"['UV-43261', 'UV-96510', 'UV-14073']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
226,Value-Based,30,STA,14,Can you extract all tags from class 30 symbols having STA in the start?,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
226,Value-Based,10,ST,9,"Given the start of tag ST, find all the tags of class 10  that satisifies the condition","['ST-48559', 'ST-30905', 'ST-60479']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
226,Value-Based,28,SDL,15,List the tags for 28 symbols whose tags start from SDL,"['SDL 985', 'SDL 189', 'SDL 672', 'SDL 138', 'SDL 437', 'SDL 236']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
226,Value-Based,4,GH,5,Enumerate tags for 4 symbols that starts with GH as prefix?,"['GH-10380', 'GH-03842']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
226,Value-Based,14,CV,4,List all tag for symbols classified as 14 that have CV in the start,"['CV-45796', 'CV-37873']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
226,Value-Based,28,SDL,1,Can you give me a list of class 28 symbols' tags that starts with SDL?,"['SDL 985', 'SDL 189', 'SDL 672', 'SDL 138', 'SDL 437', 'SDL 236']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
226,Value-Based,27,RO,8,What are the class 27 symbols with tags starting from RO?,"['RO-10 515', 'RO-10 685', 'RO-10 618', 'RO-10 180', 'RO-10 257']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
226,Value-Based,29,DDL,13,Find all tags of 29 symbols that begin with DDL,"['DDL 369', 'DDL 312', 'DDL 692']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
226,Value-Based,5,IJ,17,Return all tags for symbols of class 5 with tags beginning with IJ,"['IJ-69714', 'IJ-21050', 'IJ-75701', 'IJ-18409', 'IJ-48982', 'IJ-81065', 'IJ-12749', 'IJ-09729']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
226,Value-Based,9,QR,2,Provide list of all class 9 symbols tags which begins with QR,"['QR-18670', 'QR-79655', 'QR-92403', 'QR-34205']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
226,Value-Based,12,WX,20,Enlist all class 12 symbols where the tag prefix matches WX,"['WX-44478', 'WX-35231', 'WX-45294', 'WX-73580']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
226,Value-Based,31,ZLC,2,Provide list of all class 31 symbols tags which begins with ZLC,['ZLC 408'],"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
226,Value-Based,13,AV,6,Give me the class 13 symbols' tags that begin with AV,"['AV-82399', 'AV-22675', 'AV-38178']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
226,Value-Based,15,DV,12,Which tags of class 15 starts with DV?,"['DV-48447', 'DV-96917', 'DV-25082', 'DV-17893']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
226,Value-Based,4,GH,1,Can you give me a list of class 4 symbols' tags that starts with GH?,"['GH-10380', 'GH-03842']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
226,Value-Based,12,WX,5,Enumerate tags for 12 symbols that starts with WX as prefix?,"['WX-44478', 'WX-35231', 'WX-45294', 'WX-73580']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
226,Value-Based,11,UV,11,Provide the list of 11 symbols' tags having UV in the beginning,"['UV-43261', 'UV-96510', 'UV-14073']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
226,Value-Based,30,STA,10,Can you return a list of class 30 symbols tags beginning with STA?,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
226,Value-Based,29,DDL,3,Enlist all class 29 symbols tags that start with DDL?,"['DDL 369', 'DDL 312', 'DDL 692']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
226,Value-Based,29,DDL,5,Enumerate tags for 29 symbols that starts with DDL as prefix?,"['DDL 369', 'DDL 312', 'DDL 692']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
226,Value-Based,15,DV,3,Enlist all class 15 symbols tags that start with DV?,"['DV-48447', 'DV-96917', 'DV-25082', 'DV-17893']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
226,Value-Based,15,DV,14,Can you extract all tags from class 15 symbols having DV in the start?,"['DV-48447', 'DV-96917', 'DV-25082', 'DV-17893']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
226,Value-Based,28,SDL,12,Which tags of class 28 starts with SDL?,"['SDL 985', 'SDL 189', 'SDL 672', 'SDL 138', 'SDL 437', 'SDL 236']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
226,Value-Based,7,MN,11,Provide the list of 7 symbols' tags having MN in the beginning,"['MN-43915', 'MN-31711', 'MN-18946']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
226,Value-Based,7,MN,9,"Given the start of tag MN, find all the tags of class 7  that satisifies the condition","['MN-43915', 'MN-31711', 'MN-18946']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
227,Value-Based,31,ZLC,10,Can you return a list of class 31 symbols tags beginning with ZLC?,,"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
227,Value-Based,3,EF,17,Return all tags for symbols of class 3 with tags beginning with EF,,"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
227,Value-Based,22,CS,12,Which tags of class 22 starts with CS?,,"MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
227,Value-Based,9,QR,4,List all tag for symbols classified as 9 that have QR in the start,"['QR-18128', 'QR-08858', 'QR-83502', 'QR-80395']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
227,Value-Based,9,QR,18,Can you list all the tags of class 9 symbols where tags start with QR?,"['QR-18128', 'QR-08858', 'QR-83502', 'QR-80395']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
227,Value-Based,6,KL,8,What are the class 6 symbols with tags starting from KL?,"['KL-20048', 'KL-80584', 'KL-78341', 'KL-59429', 'KL-65399', 'KL-94662', 'KL-05325']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
227,Value-Based,13,AV,20,Enlist all class 13 symbols where the tag prefix matches AV,"['AV-50842', 'AV-86960', 'AV-13830', 'AV-90571']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
227,Value-Based,27,RO,20,Enlist all class 27 symbols where the tag prefix matches RO,"['RO-10 453', 'RO-10 799']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
227,Value-Based,28,SDL,19,Give me a list of tags belonging to class 28 symbols that start with SDL,"['SDL 969', 'SDL 589', 'SDL 226', 'SDL 953']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
227,Value-Based,13,AV,10,Can you return a list of class 13 symbols tags beginning with AV?,"['AV-50842', 'AV-86960', 'AV-13830', 'AV-90571']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
227,Value-Based,8,OP,16,Enlist all the tags of class 8 symbols with OP as starting in their tags?,['OP-79536'],"MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
227,Value-Based,5,IJ,20,Enlist all class 5 symbols where the tag prefix matches IJ,"['IJ-66193', 'IJ-43672', 'IJ-60271', 'IJ-76105']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
227,Value-Based,8,OP,3,Enlist all class 8 symbols tags that start with OP?,['OP-79536'],"MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
227,Value-Based,1,AB,17,Return all tags for symbols of class 1 with tags beginning with AB,"['AB-39482', 'AB-37382', 'AB-29413']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
227,Value-Based,5,IJ,3,Enlist all class 5 symbols tags that start with IJ?,"['IJ-66193', 'IJ-43672', 'IJ-60271', 'IJ-76105']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
227,Value-Based,30,STA,20,Enlist all class 30 symbols where the tag prefix matches STA,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
227,Value-Based,27,RO,16,Enlist all the tags of class 27 symbols with RO as starting in their tags?,"['RO-10 453', 'RO-10 799']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
227,Value-Based,30,STA,15,List the tags for 30 symbols whose tags start from STA,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
227,Value-Based,2,CD,5,Enumerate tags for 2 symbols that starts with CD as prefix?,"['CD-93483', 'CD-95864', 'CD-06382', 'CD-42217', 'CD-94772']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
227,Value-Based,25,ERV,20,Enlist all class 25 symbols where the tag prefix matches ERV,"['ERV-9-24', 'ERV-2-40', 'ERV-9-81']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
227,Value-Based,12,WX,14,Can you extract all tags from class 12 symbols having WX in the start?,['WX-05414'],"MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
227,Value-Based,14,CV,19,Give me a list of tags belonging to class 14 symbols that start with CV,"['CV-95922', 'CV-37373', 'CV-54271', 'CV-08989']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
227,Value-Based,4,GH,14,Can you extract all tags from class 4 symbols having GH in the start?,"['GH-76721', 'GH-00970']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
227,Value-Based,30,STA,19,Give me a list of tags belonging to class 30 symbols that start with STA,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
227,Value-Based,12,WX,11,Provide the list of 12 symbols' tags having WX in the beginning,['WX-05414'],"MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
227,Value-Based,2,CD,19,Give me a list of tags belonging to class 2 symbols that start with CD,"['CD-93483', 'CD-95864', 'CD-06382', 'CD-42217', 'CD-94772']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
227,Value-Based,30,STA,11,Provide the list of 30 symbols' tags having STA in the beginning,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
227,Value-Based,2,CD,19,Give me a list of tags belonging to class 2 symbols that start with CD,"['CD-93483', 'CD-95864', 'CD-06382', 'CD-42217', 'CD-94772']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
227,Value-Based,26,GRI,18,Can you list all the tags of class 26 symbols where tags start with GRI?,['GRI 171'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRI 
RETURN s.tag"
227,Value-Based,12,WX,15,List the tags for 12 symbols whose tags start from WX,['WX-05414'],"MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
227,Value-Based,31,ZLC,9,"Given the start of tag ZLC, find all the tags of class 31  that satisifies the condition",,"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
227,Value-Based,3,EF,10,Can you return a list of class 3 symbols tags beginning with EF?,,"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
