P&ID_number,Type,Symbol_Class,Q_id,Question,GT,Cypher
244,Count,14,3,How many symbols are there that belong to the 14 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
244,Count,15,18,How many 15 symbols are there?,5,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
244,Count,16,11,What is the number of symbols in 16?,2,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
244,Count,17,14,Can you provide the number of symbols in class 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
244,Count,18,8,Can you enumerate the symbols of class 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
244,Count,19,18,How many 19 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
244,Count,20,10,How many symbols are categorized as 20?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
244,Count,21,18,How many 21 symbols are there?,12,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
244,Count,22,7,How many symbols are classified under 22?,2,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
244,Count,23,13,What is the count of 23?,4,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
244,Count,24,18,How many 24 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
244,Count,25,2,What is the quantity of symbols in class 25?,2,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
244,Count,26,1,Can you tell me how many symbols are there in the 26 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
244,Count,27,10,How many symbols are categorized as 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
244,Count,28,14,Can you provide the number of symbols in class 28?,2,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
244,Count,29,2,What is the quantity of symbols in class 29?,1,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
244,Count,30,12,How many 30?,4,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
244,Count,31,9,What's the total count of symbols from class 31?,4,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
244,Count,32,3,How many symbols are there that belong to the 32 class?,7,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
245,Count,1,5,Can you count the symbols that are in class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
245,Count,2,6,What's the number of symbols that fall under class 2?,1,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
245,Count,3,5,Can you count the symbols that are in class 3?,2,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
245,Count,4,15,What's the count of symbols that are classified as 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
245,Count,5,15,What's the count of symbols that are classified as 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
245,Count,6,1,Can you tell me how many symbols are there in the 6 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
245,Count,7,1,Can you tell me how many symbols are there in the 7 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
245,Count,8,14,Can you provide the number of symbols in class 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
245,Count,9,10,How many symbols are categorized as 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
245,Count,10,19,How many symbols are there in the category of class 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
245,Count,11,4,Could you provide the count of symbols in class 11?,5,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
245,Count,12,8,Can you enumerate the symbols of class 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
245,Count,13,7,How many symbols are classified under 13?,5,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
245,Count,14,3,How many symbols are there that belong to the 14 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
245,Count,15,8,Can you enumerate the symbols of class 15?,7,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
245,Count,16,17,Can you tell me the total number of symbols in the class 16?,5,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
245,Count,17,6,What's the number of symbols that fall under class 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
245,Count,18,8,Can you enumerate the symbols of class 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
245,Count,19,6,What's the number of symbols that fall under class 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
245,Count,20,11,What is the number of symbols in 20?,3,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
245,Count,21,18,How many 21 symbols are there?,9,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
245,Count,22,6,What's the number of symbols that fall under class 22?,4,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
245,Count,23,17,Can you tell me the total number of symbols in the class 23?,6,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
245,Count,24,15,What's the count of symbols that are classified as 24?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
245,Count,25,1,Can you tell me how many symbols are there in the 25 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
245,Count,26,4,Could you provide the count of symbols in class 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
245,Count,27,6,What's the number of symbols that fall under class 27?,1,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
245,Count,28,11,What is the number of symbols in 28?,2,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
245,Count,29,17,Can you tell me the total number of symbols in the class 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
245,Count,30,15,What's the count of symbols that are classified as 30?,3,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
245,Count,31,6,What's the number of symbols that fall under class 31?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
245,Count,32,19,How many symbols are there in the category of class 32?,7,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
246,Count,1,2,What is the quantity of symbols in class 1?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
246,Count,2,2,What is the quantity of symbols in class 2?,1,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
246,Count,3,11,What is the number of symbols in 3?,2,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
246,Count,4,13,What is the count of 4?,5,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
246,Count,5,4,Could you provide the count of symbols in class 5?,2,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
246,Count,6,2,What is the quantity of symbols in class 6?,4,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
246,Count,7,4,Could you provide the count of symbols in class 7?,1,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
246,Count,8,15,What's the count of symbols that are classified as 8?,3,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
246,Count,9,7,How many symbols are classified under 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
246,Count,10,14,Can you provide the number of symbols in class 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
246,Count,11,8,Can you enumerate the symbols of class 11?,5,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
246,Count,12,20,Can you provide the total count of symbols from class 12?,4,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
246,Count,13,6,What's the number of symbols that fall under class 13?,1,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
246,Count,14,12,How many 14?,7,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
246,Count,15,8,Can you enumerate the symbols of class 15?,3,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
246,Count,16,13,What is the count of 16?,2,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
246,Count,17,12,How many 17?,1,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
246,Count,18,18,How many 18 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
246,Count,19,7,How many symbols are classified under 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
246,Count,20,3,How many symbols are there that belong to the 20 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
246,Count,21,18,How many 21 symbols are there?,11,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
246,Count,22,16,How many symbols fall under the category of class 22?,0,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
246,Count,23,14,Can you provide the number of symbols in class 23?,3,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
246,Count,24,9,What's the total count of symbols from class 24?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
246,Count,25,2,What is the quantity of symbols in class 25?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
246,Count,26,5,Can you count the symbols that are in class 26?,4,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
246,Count,27,10,How many symbols are categorized as 27?,1,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
246,Count,28,20,Can you provide the total count of symbols from class 28?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
246,Count,29,4,Could you provide the count of symbols in class 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
246,Count,30,2,What is the quantity of symbols in class 30?,1,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
246,Count,31,6,What's the number of symbols that fall under class 31?,1,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
246,Count,32,11,What is the number of symbols in 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
247,Count,1,4,Could you provide the count of symbols in class 1?,1,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
247,Count,2,6,What's the number of symbols that fall under class 2?,6,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
247,Count,3,13,What is the count of 3?,1,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
247,Count,4,16,How many symbols fall under the category of class 4?,1,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
247,Count,5,11,What is the number of symbols in 5?,4,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
247,Count,6,15,What's the count of symbols that are classified as 6?,1,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
247,Count,7,3,How many symbols are there that belong to the 7 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
247,Count,8,16,How many symbols fall under the category of class 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
247,Count,9,1,Can you tell me how many symbols are there in the 9 class?,5,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
247,Count,10,3,How many symbols are there that belong to the 10 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
247,Count,11,2,What is the quantity of symbols in class 11?,1,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
247,Count,12,7,How many symbols are classified under 12?,9,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
247,Count,13,13,What is the count of 13?,2,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
247,Count,14,10,How many symbols are categorized as 14?,0,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
247,Count,15,19,How many symbols are there in the category of class 15?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
247,Count,16,2,What is the quantity of symbols in class 16?,0,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
247,Count,17,7,How many symbols are classified under 17?,1,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
247,Count,18,20,Can you provide the total count of symbols from class 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
247,Count,19,1,Can you tell me how many symbols are there in the 19 class?,6,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
247,Count,20,5,Can you count the symbols that are in class 20?,3,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
247,Count,21,18,How many 21 symbols are there?,12,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
247,Count,22,15,What's the count of symbols that are classified as 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
247,Count,23,3,How many symbols are there that belong to the 23 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
247,Count,24,6,What's the number of symbols that fall under class 24?,5,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
247,Count,25,12,How many 25?,0,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
247,Count,26,8,Can you enumerate the symbols of class 26?,1,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
247,Count,27,19,How many symbols are there in the category of class 27?,2,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
247,Count,28,10,How many symbols are categorized as 28?,4,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
247,Count,29,10,How many symbols are categorized as 29?,2,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
247,Count,30,14,Can you provide the number of symbols in class 30?,4,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
247,Count,31,20,Can you provide the total count of symbols from class 31?,4,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
247,Count,32,17,Can you tell me the total number of symbols in the class 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
248,Count,1,19,How many symbols are there in the category of class 1?,1,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
248,Count,2,9,What's the total count of symbols from class 2?,4,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
248,Count,3,3,How many symbols are there that belong to the 3 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
248,Count,4,9,What's the total count of symbols from class 4?,7,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
248,Count,5,9,What's the total count of symbols from class 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
248,Count,6,4,Could you provide the count of symbols in class 6?,6,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
248,Count,7,7,How many symbols are classified under 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
248,Count,8,4,Could you provide the count of symbols in class 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
248,Count,9,10,How many symbols are categorized as 9?,3,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
248,Count,10,4,Could you provide the count of symbols in class 10?,3,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
248,Count,11,13,What is the count of 11?,3,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
248,Count,12,20,Can you provide the total count of symbols from class 12?,3,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
248,Count,13,8,Can you enumerate the symbols of class 13?,5,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
248,Count,14,11,What is the number of symbols in 14?,2,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
248,Count,15,10,How many symbols are categorized as 15?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
248,Count,16,19,How many symbols are there in the category of class 16?,4,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
248,Count,17,8,Can you enumerate the symbols of class 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
248,Count,18,10,How many symbols are categorized as 18?,2,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
248,Count,19,5,Can you count the symbols that are in class 19?,4,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
248,Count,20,10,How many symbols are categorized as 20?,5,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
248,Count,21,15,What's the count of symbols that are classified as 21?,16,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
248,Count,22,7,How many symbols are classified under 22?,4,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
248,Count,23,17,Can you tell me the total number of symbols in the class 23?,3,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
248,Count,24,18,How many 24 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
248,Count,25,18,How many 25 symbols are there?,2,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
248,Count,26,6,What's the number of symbols that fall under class 26?,4,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
248,Count,27,1,Can you tell me how many symbols are there in the 27 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
248,Count,28,5,Can you count the symbols that are in class 28?,5,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
248,Count,29,10,How many symbols are categorized as 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
248,Count,30,15,What's the count of symbols that are classified as 30?,4,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
248,Count,31,12,How many 31?,4,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
248,Count,32,4,Could you provide the count of symbols in class 32?,1,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
249,Count,1,20,Can you provide the total count of symbols from class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
249,Count,2,5,Can you count the symbols that are in class 2?,5,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
249,Count,3,9,What's the total count of symbols from class 3?,7,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
249,Count,4,9,What's the total count of symbols from class 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
249,Count,5,14,Can you provide the number of symbols in class 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
249,Count,6,11,What is the number of symbols in 6?,3,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
249,Count,7,1,Can you tell me how many symbols are there in the 7 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
249,Count,8,20,Can you provide the total count of symbols from class 8?,4,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
249,Count,9,18,How many 9 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
249,Count,10,10,How many symbols are categorized as 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
249,Count,11,2,What is the quantity of symbols in class 11?,1,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
249,Count,12,14,Can you provide the number of symbols in class 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
249,Count,13,20,Can you provide the total count of symbols from class 13?,3,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
249,Count,14,7,How many symbols are classified under 14?,1,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
249,Count,15,1,Can you tell me how many symbols are there in the 15 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
249,Count,16,11,What is the number of symbols in 16?,7,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
249,Count,17,5,Can you count the symbols that are in class 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
249,Count,18,5,Can you count the symbols that are in class 18?,5,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
249,Count,19,2,What is the quantity of symbols in class 19?,5,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
249,Count,20,16,How many symbols fall under the category of class 20?,3,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
249,Count,21,12,How many 21?,11,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
249,Count,22,14,Can you provide the number of symbols in class 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
249,Count,23,4,Could you provide the count of symbols in class 23?,4,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
249,Count,24,12,How many 24?,3,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
249,Count,25,16,How many symbols fall under the category of class 25?,4,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
249,Count,26,5,Can you count the symbols that are in class 26?,5,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
249,Count,27,16,How many symbols fall under the category of class 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
249,Count,28,14,Can you provide the number of symbols in class 28?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
249,Count,29,14,Can you provide the number of symbols in class 29?,0,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
249,Count,30,16,How many symbols fall under the category of class 30?,5,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
249,Count,31,12,How many 31?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
249,Count,32,7,How many symbols are classified under 32?,0,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
250,Count,1,4,Could you provide the count of symbols in class 1?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
250,Count,2,7,How many symbols are classified under 2?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
250,Count,3,5,Can you count the symbols that are in class 3?,5,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
250,Count,4,5,Can you count the symbols that are in class 4?,4,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
250,Count,5,5,Can you count the symbols that are in class 5?,0,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
250,Count,6,2,What is the quantity of symbols in class 6?,3,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
250,Count,7,7,How many symbols are classified under 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
250,Count,8,15,What's the count of symbols that are classified as 8?,3,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
250,Count,9,5,Can you count the symbols that are in class 9?,5,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
250,Count,10,12,How many 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
250,Count,11,5,Can you count the symbols that are in class 11?,2,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
250,Count,12,2,What is the quantity of symbols in class 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
250,Count,13,9,What's the total count of symbols from class 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
250,Count,14,2,What is the quantity of symbols in class 14?,4,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
250,Count,15,19,How many symbols are there in the category of class 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
250,Count,16,15,What's the count of symbols that are classified as 16?,6,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
250,Count,17,7,How many symbols are classified under 17?,5,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
250,Count,18,16,How many symbols fall under the category of class 18?,4,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
250,Count,19,20,Can you provide the total count of symbols from class 19?,4,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
250,Count,20,20,Can you provide the total count of symbols from class 20?,2,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
250,Count,21,1,Can you tell me how many symbols are there in the 21 class?,7,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
250,Count,22,4,Could you provide the count of symbols in class 22?,5,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
250,Count,23,14,Can you provide the number of symbols in class 23?,3,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
250,Count,24,16,How many symbols fall under the category of class 24?,1,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
250,Count,25,4,Could you provide the count of symbols in class 25?,4,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
250,Count,26,2,What is the quantity of symbols in class 26?,1,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
250,Count,27,6,What's the number of symbols that fall under class 27?,2,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
250,Count,28,11,What is the number of symbols in 28?,7,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
250,Count,29,4,Could you provide the count of symbols in class 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
250,Count,30,3,How many symbols are there that belong to the 30 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
250,Count,31,8,Can you enumerate the symbols of class 31?,3,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
250,Count,32,12,How many 32?,2,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
251,Count,1,8,Can you enumerate the symbols of class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
251,Count,2,2,What is the quantity of symbols in class 2?,3,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
251,Count,3,17,Can you tell me the total number of symbols in the class 3?,7,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
251,Count,4,15,What's the count of symbols that are classified as 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
251,Count,5,5,Can you count the symbols that are in class 5?,4,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
251,Count,6,12,How many 6?,2,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
251,Count,7,6,What's the number of symbols that fall under class 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
251,Count,8,18,How many 8 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
251,Count,9,11,What is the number of symbols in 9?,5,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
